transaction_id,amount,merchant_category,hour_of_day,account_age_days,distance_from_home_km,is_fraud
11410,80.54,Travel,2,2272,0.9,0
11411,281.45,Utilities,2,664,1.4,0
11412,30.24,Fuel,3,649,13.6,0
11413,416.33,Grocery,18,2905,12.2,0
11414,233.99,ATM Withdrawal,0,598,7.4,0
11415,125.37,Dining,14,926,16.0,0
11416,92.4,Entertainment,14,2289,22.0,0
11417,53.09,Jewelry,13,1261,12.8,0
11418,58.13,Online Retail,6,594,9.9,0
11419,153.02,Utilities,3,1777,5.9,0
11420,43.01,Dining,10,3096,2.1,0
11421,237.33,ATM Withdrawal,1,2274,4.7,0
11422,87.98,Grocery,1,3019,10.2,0
11423,40.26,ATM Withdrawal,6,3414,21.0,0
11424,80.25,Online Retail,19,339,4.4,0
11425,113.31,Dining,14,3460,16.3,0
11426,109.77,Grocery,4,1800,2.2,0
11427,41.0,ATM Withdrawal,20,1064,0.2,0
11428,279.9,Travel,21,3605,19.9,0
11429,1665.38,Grocery,0,86,175.3,1
11430,84.1,Fuel,4,359,25.8,0
11431,46.11,Entertainment,0,1154,15.6,0
11432,25.85,Electronics,15,2797,18.9,0
11433,114.52,Online Retail,14,408,3.0,0
11434,19.34,Online Retail,15,2320,12.7,0
11435,14.7,Fuel,13,550,0.3,0
11436,59.24,Jewelry,6,2300,1.5,0
11437,227.54,Grocery,2,2933,8.7,0
11438,16.01,ATM Withdrawal,1,1154,6.2,0
11439,35.39,Dining,22,1063,24.9,0
11440,56.24,Online Retail,20,564,0.1,0
11441,17.02,Dining,3,3419,3.8,0
11442,10.1,Online Retail,9,2656,17.0,0
11443,24.08,Electronics,12,2955,12.3,0
11444,54.32,Utilities,20,1951,8.4,0
11445,70.05,Dining,6,2615,4.4,0
11446,23.57,Fuel,19,2191,4.6,0
11447,67.39,Jewelry,5,260,8.7,0
11448,213.64,Entertainment,18,850,39.9,0
11449,53.08,Grocery,11,2332,27.6,0
11450,5.53,Jewelry,17,3554,33.6,0
11451,45.28,ATM Withdrawal,3,3284,13.1,0
11452,125.27,Utilities,14,1349,91.1,0
11453,174.17,Electronics,8,3186,13.3,0
11454,54.45,Electronics,17,1668,0.7,0
11455,16.19,Dining,2,585,15.0,0
11456,39.21,Grocery,18,3047,1.7,0
11457,175.83,Utilities,20,1636,4.7,0
11458,68.44,Fuel,4,684,16.4,0
11459,96.55,Travel,9,3433,8.6,0
11460,24.73,Online Retail,10,1654,6.8,0
11461,75.21,Jewelry,6,2916,37.4,0
11462,43.87,Dining,0,736,11.0,0
11463,70.67,Electronics,1,559,6.0,0
11464,346.62,Fuel,4,3386,0.7,0
11465,13.8,Jewelry,4,1815,1.2,0
11466,47.87,ATM Withdrawal,12,2756,23.6,0
11467,95.56,ATM Withdrawal,6,1107,44.9,0
11468,35.86,Travel,6,2134,21.7,0
11469,30.37,Electronics,18,3114,38.9,0
11470,81.43,Electronics,19,234,2.4,0
11471,155.46,Dining,1,3042,15.1,0
11472,196.07,Dining,11,1819,13.7,0
11473,5.37,Fuel,10,3344,27.9,0
11474,73.06,Travel,15,1972,31.9,0
11475,65.35,Grocery,17,675,50.0,0
11476,15.78,Dining,18,2358,21.7,0
11477,42.4,Grocery,15,1273,17.3,0
11478,47.03,Entertainment,22,2544,6.9,0
11479,453.64,Fuel,5,3499,25.0,0
11480,110.21,Electronics,16,785,0.6,0
11481,250.69,Fuel,8,1291,9.0,0
11482,118.48,Fuel,0,2066,1.1,0
11483,140.39,Grocery,22,2860,12.1,0
11484,58.56,Fuel,7,2653,21.0,0
11485,24.89,Entertainment,5,3093,13.5,0
11486,49.84,ATM Withdrawal,16,2994,34.5,0
11487,31.89,Electronics,1,2193,14.0,0
11488,703.36,Entertainment,6,1068,16.7,0
11489,46.69,Entertainment,13,3447,13.9,0
11490,4.06,Grocery,15,1490,11.3,0
11491,55.34,Dining,4,1921,2.7,0
11492,48.42,Fuel,8,1752,16.8,0
11493,197.38,ATM Withdrawal,23,1925,1.6,0
11494,443.26,Entertainment,3,1530,10.6,0
11495,99.59,Travel,20,1594,7.4,0
11496,34.44,Grocery,13,3071,19.2,0
11497,11.35,Jewelry,18,2191,6.0,0
11498,101.49,Dining,17,2515,0.6,0
11499,101.39,ATM Withdrawal,11,2011,3.0,0
11500,162.78,Fuel,20,1532,4.8,0
11501,251.16,Online Retail,3,103,7.7,0
11502,101.93,Dining,22,2130,23.7,0
11503,184.0,Grocery,12,1238,22.3,0
11504,36.86,Entertainment,16,3619,13.7,0
11505,62.66,Utilities,21,214,14.4,0
11506,17.32,Travel,8,847,3.1,0
11507,43.71,ATM Withdrawal,5,865,1.0,0
11508,69.62,Dining,8,3583,32.9,0
11509,75.09,Fuel,1,2817,23.9,0
11510,122.71,ATM Withdrawal,7,3117,12.7,0
11511,37.56,Utilities,15,1826,3.7,0
11512,39.14,Fuel,9,3245,20.9,0
11513,434.76,Jewelry,8,2582,21.9,0
11514,4.49,Travel,2,2306,1.2,0
11515,118.52,Grocery,5,2045,9.8,0
11516,30.92,Online Retail,20,3363,6.3,0
11517,22.32,ATM Withdrawal,5,3130,57.9,0
11518,37.51,Grocery,11,1925,1.4,0
11519,194.84,Online Retail,10,352,5.5,0
11520,281.38,Entertainment,13,3527,4.0,0
11521,33.58,Utilities,8,2002,46.5,0
11522,647.19,Entertainment,13,1028,6.1,0
11523,434.49,Fuel,2,3602,1.5,0
11524,33.29,Jewelry,23,2210,3.2,0
11525,88.48,Online Retail,15,3270,3.4,0
11526,219.57,Utilities,22,619,20.0,0
11527,17.93,Dining,9,1896,24.5,0
11528,215.23,Entertainment,10,723,8.0,0
11529,7.28,Utilities,8,657,10.6,0
11530,49.25,Jewelry,3,3587,12.8,0
11531,37.75,Jewelry,2,1303,36.1,0
11532,81.88,Electronics,10,160,5.4,0
11533,87.1,Utilities,8,515,80.8,0
11534,58.23,Fuel,18,3254,5.3,0
11535,39.09,ATM Withdrawal,14,896,3.1,0
11536,85.03,Travel,2,1326,31.1,0
11537,50.67,Dining,0,704,18.3,0
11538,70.29,ATM Withdrawal,14,1513,7.2,0
11539,18.93,Electronics,10,1590,2.0,0
11540,39.41,Travel,19,3167,1.3,0
11541,38.78,Online Retail,6,1593,16.8,0
11542,38.8,Grocery,23,849,14.5,0
11543,56.31,Electronics,1,1778,1.5,0
11544,193.3,Dining,6,3553,22.6,0
11545,29.66,Grocery,3,2785,4.6,0
11546,17.23,Online Retail,8,809,29.6,0
11547,5.07,Dining,19,696,16.5,0
11548,836.46,Electronics,9,813,8.7,0
11549,35.48,ATM Withdrawal,9,1130,3.8,0
11550,53.77,Dining,14,3007,3.1,0
11551,59.84,Entertainment,16,2313,3.8,0
11552,758.99,Online Retail,21,2410,16.6,0
11553,83.52,Grocery,3,3306,29.2,0
11554,78.1,Fuel,13,2682,0.5,0
11555,115.74,Online Retail,20,3504,25.5,0
11556,131.87,Dining,7,2599,4.8,0
11557,215.05,Dining,17,2223,16.1,0
11558,153.3,Travel,11,1565,10.9,0
11559,66.82,ATM Withdrawal,8,3029,2.4,0
11560,19.39,ATM Withdrawal,11,2597,10.8,0
11561,114.52,Online Retail,2,3026,14.9,0
11562,15.83,Utilities,18,1357,4.7,0
11563,89.79,Jewelry,21,2175,16.1,0
11564,88.61,Utilities,13,279,4.9,0
11565,29.65,Online Retail,4,1509,5.5,0
11566,88.86,Electronics,11,875,0.8,0
11567,1042.87,Online Retail,2,319,563.2,1
11568,113.01,Jewelry,4,3481,33.9,0
11569,103.6,Electronics,23,146,1.7,0
11570,125.36,Grocery,8,2646,3.7,0
11571,49.9,Online Retail,17,371,6.9,0
11572,96.71,Entertainment,23,2124,4.9,0
11573,142.07,Online Retail,16,2145,13.7,0
11574,16.91,Entertainment,23,1463,1.6,0
11575,177.28,Online Retail,22,1579,30.1,0
11576,103.29,Online Retail,0,2213,10.7,0
11577,446.15,Entertainment,13,3020,0.3,0
11578,55.13,Travel,18,3577,22.0,0
11579,202.79,Travel,5,1086,12.0,0
11580,43.55,Online Retail,0,1651,6.6,0
11581,91.13,Dining,4,3563,38.7,0
11582,68.31,Jewelry,5,3366,15.2,0
11583,476.51,Jewelry,1,3645,8.9,0
11584,48.93,Utilities,22,3052,16.5,0
11585,134.65,Electronics,22,2565,18.2,0
11586,88.31,Electronics,13,3405,28.9,0
11587,28.49,Online Retail,21,3343,15.3,0
11588,35.43,Utilities,5,803,20.2,0
11589,24.7,Jewelry,13,3631,9.7,0
11590,47.27,Online Retail,21,1244,13.4,0
11591,145.55,Fuel,12,1243,34.5,0
11592,85.8,Entertainment,8,3605,12.2,0
11593,307.71,Electronics,10,1765,6.6,0
11594,94.01,Travel,11,1535,20.1,0
11595,7.15,Online Retail,11,1603,23.5,0
11596,75.26,Grocery,1,1309,12.9,0
11597,35.51,Entertainment,8,1334,7.4,0
11598,7.13,Utilities,17,1704,12.7,0
11599,381.74,Electronics,12,3514,1.2,0
11600,26.48,Utilities,2,952,14.5,0
11601,87.39,Fuel,13,1442,1.1,0
11602,12.24,Entertainment,18,732,4.6,0
11603,59.19,Grocery,3,1958,26.6,0
11604,250.91,Grocery,13,2561,8.6,0
11605,85.99,Dining,4,1204,11.7,0
11606,109.98,Grocery,16,3626,24.7,0
11607,39.02,Grocery,1,2305,1.0,0
11608,16.47,Fuel,10,153,0.2,0
11609,46.79,Electronics,21,2840,17.4,0
11610,16.95,Dining,17,2117,20.0,0
11611,205.55,Entertainment,10,1266,10.5,0
11612,31.48,Online Retail,17,1702,16.4,0
11613,24.07,Electronics,14,3291,7.5,0
11614,114.87,Travel,3,2008,6.4,0
11615,71.26,Electronics,6,159,16.9,0
11616,58.98,Dining,16,3190,3.5,0
11617,31.96,Fuel,21,94,52.6,0
11618,250.23,Utilities,1,2813,0.2,0
11619,112.34,Jewelry,5,2749,1.1,0
11620,332.06,Entertainment,3,306,27.1,0
11621,84.4,Jewelry,22,51,37.2,0
11622,154.85,ATM Withdrawal,14,2711,12.4,0
11623,61.28,Entertainment,15,351,20.6,0
11624,103.22,Fuel,0,795,14.7,0
11625,62.71,Travel,11,2647,7.8,0
11626,190.57,Jewelry,21,1864,2.9,0
11627,71.37,Grocery,18,3239,57.8,0
11628,19.4,Travel,22,2398,32.8,0
11629,40.76,Jewelry,14,1819,18.0,0
11630,301.17,Dining,12,2378,19.8,0
11631,20.44,Jewelry,5,2760,5.2,0
11632,20.14,ATM Withdrawal,1,73,15.7,0
11633,56.76,ATM Withdrawal,4,2087,2.0,0
11634,83.11,Online Retail,15,392,16.1,0
11635,28.79,Dining,22,130,6.3,0
11636,99.12,Jewelry,11,293,2.2,0
11637,127.45,Entertainment,14,2977,43.7,0
11638,60.72,Entertainment,19,1172,9.0,0
11639,97.24,Jewelry,3,3606,36.2,0
11640,86.36,Electronics,10,725,2.4,0
11641,9.01,Entertainment,11,567,6.4,0
11642,10.53,Fuel,9,954,3.8,0
11643,152.32,Utilities,1,2136,4.2,0
11644,26.04,Online Retail,23,997,15.3,0
11645,92.47,Dining,15,668,5.4,0
11646,57.17,Utilities,2,3283,29.8,0
11647,76.84,Grocery,23,156,0.2,0
11648,15.56,Dining,7,304,9.3,0
11649,1241.23,Fuel,3,217,239.2,1
11650,92.77,Dining,14,3356,2.7,0
11651,226.55,Utilities,7,1577,8.0,0
11652,50.25,Grocery,1,1135,45.0,0
11653,48.31,Travel,9,1450,0.4,0
11654,95.14,Utilities,21,272,20.3,0
11655,156.33,Jewelry,16,1247,9.7,0
11656,306.86,Fuel,3,1931,13.2,0
11657,53.11,Online Retail,22,1012,3.1,0
11658,31.6,Dining,10,2301,0.2,0
11659,32.45,Fuel,22,3509,11.7,0
11660,296.92,Entertainment,21,1894,31.4,0
11661,146.78,Fuel,4,1163,0.4,0
11662,35.11,ATM Withdrawal,19,2958,21.4,0
11663,81.13,Electronics,6,663,5.3,0
11664,35.58,Entertainment,4,103,3.7,0
11665,39.1,Travel,6,2239,0.9,0
11666,84.31,Fuel,16,1163,11.5,0
11667,200.36,Online Retail,22,2153,1.6,0
11668,67.04,Grocery,1,3243,1.9,0
11669,37.18,Travel,0,905,0.4,0
11670,45.28,Grocery,15,3188,0.1,0
11671,43.37,Jewelry,11,798,7.2,0
11672,27.05,Electronics,3,3204,6.6,0
11673,66.49,ATM Withdrawal,19,942,16.0,0
11674,26.56,Jewelry,19,396,0.3,0
11675,43.68,Travel,15,2942,7.9,0
11676,39.96,Travel,1,1516,1.8,0
11677,292.72,Grocery,18,3424,16.4,0
11678,16.41,Jewelry,12,1205,15.7,0
11679,103.19,Entertainment,18,2094,1.9,0
11680,72.05,Dining,15,195,46.6,0
11681,131.07,Utilities,14,3094,6.3,0
11682,53.48,Dining,16,1960,55.8,0
11683,69.75,ATM Withdrawal,7,2999,2.0,0
11684,29.82,Fuel,23,1834,3.2,0
11685,50.05,Online Retail,2,873,12.6,0
11686,17.39,Utilities,9,982,1.5,0
11687,29.47,Utilities,6,876,24.8,0
11688,151.16,Entertainment,9,1968,39.4,0
11689,24.58,ATM Withdrawal,7,48,28.0,0
11690,80.8,Electronics,20,194,4.7,0
11691,115.74,ATM Withdrawal,2,356,17.6,0
11692,549.42,ATM Withdrawal,4,1450,14.1,0
11693,70.6,Grocery,16,2338,6.5,0
11694,221.62,Electronics,10,3601,7.2,0
11695,33.56,Online Retail,20,1134,32.2,0
11696,97.93,Jewelry,22,3197,37.1,0
11697,43.8,Online Retail,14,616,1.7,0
11698,97.19,Grocery,10,221,31.8,0
11699,94.99,Grocery,0,804,0.6,0
11700,40.09,Grocery,23,1459,14.5,0
11701,22.93,Grocery,12,930,21.7,0
11702,119.14,ATM Withdrawal,10,3493,9.1,0
11703,113.2,ATM Withdrawal,6,1643,2.1,0
11704,111.57,Grocery,20,186,15.7,0
11705,31.42,Electronics,0,1018,4.9,0
11706,77.16,Electronics,8,198,7.0,0
11707,58.88,Dining,7,1351,12.3,0
11708,36.65,Travel,20,2169,26.2,0
11709,19.25,Dining,9,2419,15.6,0
11710,55.33,Fuel,8,3509,23.1,0
11711,32.79,Dining,2,2177,10.2,0
11712,53.06,Travel,21,2357,31.1,0
11713,385.64,Travel,5,3072,3.7,0
11714,157.57,Dining,9,3103,7.5,0
11715,43.35,Online Retail,8,3397,16.4,0
11716,52.95,Jewelry,10,1254,19.4,0
11717,44.45,Dining,23,1201,5.0,0
11718,74.29,Entertainment,20,3426,4.8,0
11719,270.34,Online Retail,23,2256,5.6,0
11720,64.65,Fuel,2,2025,7.6,0
11721,47.37,Entertainment,7,49,22.5,0
11722,197.49,Online Retail,12,649,17.9,0
11723,76.22,Grocery,14,621,46.0,0
11724,19.52,Grocery,2,1120,18.8,0
11725,17.94,ATM Withdrawal,6,1328,8.2,0
11726,186.58,ATM Withdrawal,18,1400,4.9,0
11727,197.05,Online Retail,22,2773,32.7,0
11728,13.92,Entertainment,0,2926,39.6,0
11729,80.72,Utilities,8,2996,8.7,0
11730,171.75,Dining,2,808,20.0,0
11731,155.38,Jewelry,15,3521,8.4,0
11732,174.59,Utilities,10,3409,0.1,0
11733,66.5,Entertainment,16,518,1.2,0
11734,109.19,Entertainment,14,626,8.5,0
11735,67.74,Grocery,13,2969,6.5,0
11736,157.47,ATM Withdrawal,8,2650,3.1,0
11737,162.52,Online Retail,9,2264,5.2,0
11738,52.06,Utilities,22,3186,1.6,0
11739,42.2,Entertainment,12,2891,17.7,0
11740,115.16,Electronics,5,653,19.8,0
11741,8.49,Fuel,12,2364,21.2,0
11742,65.79,Dining,12,1755,14.1,0
11743,68.89,Entertainment,12,2713,13.2,0
11744,92.42,Utilities,13,2206,3.1,0
11745,123.07,Travel,17,2053,4.5,0
11746,130.61,Utilities,22,1283,23.7,0
11747,9848.43,Grocery,4,23,60.2,1
11748,77.33,Jewelry,6,2898,17.0,0
11749,87.24,Entertainment,21,1010,30.2,0
11750,99.22,Online Retail,22,876,8.4,0
11751,374.22,Dining,22,1079,21.8,0
11752,96.61,Dining,19,3218,57.1,0
11753,27.35,Jewelry,23,610,6.8,0
11754,5.84,ATM Withdrawal,0,1354,14.3,0
11755,88.6,Online Retail,12,1872,24.4,0
11756,59.32,Dining,16,2320,36.9,0
11757,23.7,Fuel,1,1346,4.4,0
11758,22.25,ATM Withdrawal,12,3559,35.4,0
11759,67.83,Dining,23,77,15.8,0
11760,54.03,Grocery,15,1956,1.3,0
11761,176.32,Dining,23,2343,46.5,0
11762,86.93,Online Retail,13,809,11.0,0
11763,35.27,Electronics,6,3451,2.8,0
11764,29.93,Jewelry,19,2528,19.8,0
11765,145.59,Utilities,1,1447,3.1,0
11766,95.56,ATM Withdrawal,17,1170,43.6,0
11767,10.27,Electronics,11,946,40.7,0
11768,117.47,Jewelry,21,2206,1.4,0
11769,678.2,Electronics,2,13,340.0,1
11770,31.5,Utilities,6,628,57.6,0
11771,2234.1,Grocery,3,276,9.9,1
11772,129.84,Dining,5,625,39.5,0
11773,431.81,Electronics,8,107,8.8,0
11774,152.19,Grocery,19,1325,1.5,0
11775,53.54,Electronics,3,430,1.5,0
11776,69.57,ATM Withdrawal,19,3626,0.7,0
11777,33.44,Online Retail,2,2994,2.4,0
11778,18.05,Fuel,8,2102,11.3,0
11779,257.65,Grocery,4,3414,7.6,0
11780,46.65,Travel,3,315,34.4,0
11781,67.25,ATM Withdrawal,18,3235,13.0,0
11782,25.35,Online Retail,4,46,9.6,0
11783,104.84,Fuel,15,371,18.9,0
11784,245.52,Online Retail,20,1909,0.7,0
11785,153.82,Entertainment,21,1865,35.6,0
11786,39.91,Online Retail,15,2018,32.9,0
11787,23.99,Fuel,20,853,19.6,0
11788,72.62,Dining,23,1525,4.2,0
11789,62.33,Fuel,1,2285,4.0,0
11790,90.46,Utilities,4,667,22.6,0
11791,50.32,ATM Withdrawal,15,3392,0.9,0
11792,865.36,Online Retail,3,1,298.0,1
11793,71.13,Fuel,12,2330,8.4,0
11794,121.16,Entertainment,18,93,5.0,0
11795,42.02,Fuel,13,1455,41.5,0
11796,274.48,Fuel,20,3252,23.2,0
11797,80.51,Entertainment,3,2868,1.5,0
11798,72.1,Utilities,9,3402,4.0,0
11799,41.01,Entertainment,9,1383,0.7,0
11800,26.69,Utilities,13,3501,20.1,0
11801,158.54,Utilities,15,2969,10.9,0
11802,112.89,Entertainment,22,1021,8.4,0
11803,213.36,Jewelry,10,3092,3.7,0
11804,96.62,Jewelry,0,3239,12.5,0
11805,158.29,Grocery,21,3173,42.1,0
11806,296.91,Jewelry,20,526,14.4,0
11807,69.7,ATM Withdrawal,17,3308,19.3,0
11808,61.49,Online Retail,19,2582,24.1,0
11809,43.11,Grocery,10,3533,20.0,0
11810,13.7,ATM Withdrawal,1,2844,4.1,0
11811,13.63,ATM Withdrawal,8,3381,8.6,0
11812,27.08,Entertainment,10,819,11.6,0
11813,42.78,Utilities,6,1941,2.4,0
11814,142.86,Electronics,14,1605,6.5,0
11815,22.62,Dining,19,2802,0.0,0
11816,83.77,Jewelry,15,244,2.6,0
11817,31.12,Grocery,4,1790,19.9,0
11818,315.19,Entertainment,20,3111,46.6,0
11819,368.2,Utilities,14,636,20.1,0
11820,64.34,Entertainment,5,250,16.9,0
11821,38.65,Electronics,16,3254,7.6,0
11822,31.67,Entertainment,22,1373,18.3,0
11823,64.32,Entertainment,11,2460,1.8,0
11824,37.82,Electronics,18,2721,3.1,0
11825,4.24,Utilities,9,532,35.5,0
11826,136.22,Grocery,23,2584,6.1,0
11827,112.65,Jewelry,12,2053,21.0,0
11828,26.69,Electronics,0,1051,11.8,0
11829,158.4,Entertainment,4,1327,20.1,0
11830,63.06,Entertainment,8,3058,2.3,0
11831,31.36,Dining,14,3194,22.5,0
11832,72.15,Entertainment,16,3430,7.1,0
11833,36.95,Fuel,0,1259,9.6,0
11834,18.99,Utilities,23,3504,0.1,0
11835,60.15,Grocery,4,550,12.8,0
11836,69.82,Fuel,20,367,15.6,0
11837,50.12,Utilities,5,1447,3.1,0
11838,146.73,Online Retail,6,2626,9.4,0
11839,55.21,Dining,10,3241,13.2,0
11840,122.38,Grocery,17,1085,1.4,0
11841,1963.68,ATM Withdrawal,21,35,59.3,1
11842,273.65,Online Retail,8,1285,50.9,0
11843,31.02,Jewelry,13,3642,32.5,0
11844,99.41,Jewelry,9,1635,9.9,0
11845,84.95,Utilities,16,3358,2.4,0
11846,105.71,Dining,5,2846,17.0,0
11847,51.72,Dining,6,3195,6.1,0
11848,242.89,Fuel,4,1417,1.2,0
11849,28.35,Utilities,2,482,23.0,0
11850,34.41,Electronics,22,3465,32.8,0
11851,15.19,Dining,16,1345,18.6,0
11852,127.14,Utilities,6,3310,12.0,0
11853,116.88,Online Retail,0,2526,11.6,0
11854,144.91,Online Retail,14,598,47.3,0
11855,27.68,Jewelry,5,1065,9.3,0
11856,162.11,Fuel,16,1172,12.5,0
11857,31.41,Dining,22,939,31.1,0
11858,24.57,Travel,10,3647,2.1,0
11859,21.46,Electronics,19,3182,6.4,0
11860,18.2,Jewelry,10,1126,22.5,0
11861,14.06,Fuel,20,3110,12.9,0
11862,329.19,Grocery,2,44,225.3,1
11863,69.28,Dining,10,2491,43.1,0
11864,21.79,Utilities,23,3526,14.7,0
11865,144.29,Entertainment,13,2560,3.2,0
11866,19.91,Jewelry,12,2351,2.9,0
11867,37.49,Fuel,3,1481,27.1,0
11868,133.19,Grocery,15,242,8.3,0
11869,115.34,Fuel,4,3479,16.8,0
11870,92.62,Entertainment,0,3616,14.9,0
11871,110.4,Dining,13,939,4.1,0
11872,809.87,Fuel,12,1448,6.6,0
11873,52.12,Entertainment,16,1910,4.6,0
11874,76.01,Fuel,14,1602,47.1,0
11875,118.42,Dining,6,3367,6.8,0
11876,56.42,Dining,15,2930,7.3,0
11877,318.42,Online Retail,5,1837,12.4,0
11878,29.41,ATM Withdrawal,21,3101,11.1,0
11879,36.44,Grocery,22,3233,34.4,0
11880,23.27,Dining,4,3230,13.5,0
11881,79.68,Grocery,3,283,2.1,0
11882,119.38,Online Retail,8,2192,3.5,0
11883,68.23,Entertainment,10,1233,1.7,0
11884,351.41,Dining,12,403,114.4,1
11885,69.03,Entertainment,2,2365,6.3,0
11886,88.77,Electronics,0,2004,9.8,0
11887,64.31,Fuel,3,2016,2.3,0
11888,107.33,Travel,14,717,11.8,0
11889,153.96,Jewelry,3,3004,2.7,0
11890,112.3,Utilities,0,2149,5.7,0
11891,38.71,Grocery,10,1166,9.2,0
11892,24.61,Entertainment,1,1099,1.0,0
11893,95.22,Dining,6,3088,38.1,0
11894,114.91,ATM Withdrawal,14,153,18.0,0
11895,148.03,Fuel,6,1095,6.1,0
11896,19.76,Grocery,7,477,6.4,0
11897,53.88,Fuel,16,1530,1.8,0
11898,31.77,Utilities,2,473,1.5,0
11899,41.06,Entertainment,11,2381,23.5,0
11900,159.69,Entertainment,5,1691,34.6,0
11901,76.04,Online Retail,13,702,31.2,0
11902,15.45,Utilities,0,1782,49.1,0
11903,40.03,Dining,6,3277,10.2,0
11904,49.64,Online Retail,5,2975,13.5,0
11905,94.6,Travel,0,418,6.8,0
11906,36.8,Electronics,14,1451,0.0,0
11907,95.97,Utilities,15,2240,22.6,0
11908,150.94,Fuel,11,939,80.7,0
11909,65.12,Electronics,8,1028,10.1,0
11910,285.11,Fuel,4,42,396.4,1
11911,57.48,Online Retail,4,3474,21.2,0
11912,76.01,Entertainment,0,2159,4.3,0
11913,49.34,Fuel,19,2079,4.0,0
11914,28.35,Electronics,4,1046,1.4,0
11915,20.69,Jewelry,14,2460,27.7,0
11916,53.45,Fuel,16,2912,12.5,0
11917,260.87,Electronics,0,3044,5.1,0
11918,50.76,Online Retail,9,1030,1.5,0
11919,90.68,Jewelry,22,2456,43.5,0
11920,54.03,Entertainment,5,2089,44.8,0
11921,101.73,Travel,17,1873,51.3,0
11922,64.56,Dining,5,237,55.5,0
11923,33.26,Online Retail,3,1967,2.6,0
11924,57.79,Travel,5,2203,1.6,0
11925,32.85,Online Retail,6,448,32.2,0
11926,172.42,Utilities,14,1109,3.4,0
11927,2075.08,Fuel,3,94,88.2,1
11928,118.06,Electronics,23,1726,14.4,0
11929,10.67,ATM Withdrawal,15,2221,68.4,0
11930,23.24,Electronics,5,2420,4.0,0
11931,23.83,Jewelry,12,2747,10.5,0
11932,60.54,Dining,7,2763,0.6,0
11933,33.07,Utilities,0,357,1.3,0
11934,214.27,Utilities,2,94,46.3,0
11935,55.41,Online Retail,14,2534,35.0,0
11936,35.41,ATM Withdrawal,13,894,8.1,0
11937,68.78,Fuel,22,1005,47.9,0
11938,212.18,Jewelry,7,1313,13.3,0
11939,16.39,Fuel,19,2055,22.5,0
11940,161.51,Utilities,13,3216,43.9,0
11941,314.43,Utilities,10,1316,24.5,0
11942,65.66,Jewelry,21,2171,8.0,0
11943,42.34,Dining,19,864,0.3,0
11944,43.91,Grocery,1,1235,3.0,0
11945,187.9,Dining,1,2788,28.4,0
11946,275.95,Travel,16,1399,49.6,0
11947,158.4,Grocery,14,1461,7.4,0
11948,94.63,ATM Withdrawal,0,663,2.4,0
11949,28.6,Dining,14,237,26.0,0
11950,18.96,Jewelry,4,527,13.6,0
11951,60.23,Electronics,1,347,23.6,0
11952,65.08,Jewelry,4,997,28.0,0
11953,61.41,Online Retail,7,2829,23.6,0
11954,45.89,Utilities,12,2390,28.1,0
11955,145.35,Electronics,7,1212,14.4,0
11956,340.53,Online Retail,3,1650,13.5,0
11957,119.41,Online Retail,10,1832,17.0,0
11958,92.98,Online Retail,11,571,0.2,0
11959,50.23,Travel,3,3579,6.4,0
11960,18.03,Online Retail,11,2576,13.2,0
11961,62.6,Utilities,18,424,0.5,0
11962,51.97,Travel,21,3092,10.3,0
11963,8.86,Electronics,23,2192,13.4,0
11964,151.03,Entertainment,5,1745,18.0,0
11965,37.22,Travel,8,2819,9.9,0
11966,50.7,Fuel,19,1015,14.0,0
11967,83.69,Fuel,17,2267,21.7,0
11968,51.06,Electronics,14,1465,14.7,0
11969,63.03,Electronics,18,3046,8.5,0
11970,421.31,Online Retail,7,2791,18.6,0
11971,67.14,Electronics,4,1836,4.2,0
11972,21.64,Online Retail,10,957,16.2,0
11973,36.82,Jewelry,5,3606,6.3,0
11974,32.29,Dining,9,1172,20.6,0
11975,36.54,ATM Withdrawal,10,2793,23.3,0
11976,102.66,Dining,18,3374,9.5,0
11977,23.58,Travel,11,2534,5.4,0
11978,50.25,Grocery,16,2543,6.6,0
11979,144.86,Dining,7,2007,5.3,0
11980,121.97,Travel,20,1402,39.5,0
11981,169.47,Entertainment,18,182,10.3,0
11982,634.48,Fuel,10,42,697.5,1
11983,77.4,Jewelry,18,142,11.1,0
11984,225.43,Travel,19,2434,15.7,0
11985,49.07,Travel,1,2089,12.1,0
11986,241.77,Online Retail,5,1050,27.5,0
11987,408.47,ATM Withdrawal,8,2122,15.9,0
11988,23.92,Dining,15,320,11.8,0
11989,37.41,Entertainment,17,883,11.8,0
11990,146.81,Travel,19,3180,25.3,0
11991,149.45,Fuel,8,3364,2.2,0
11992,50.82,Grocery,2,3587,14.1,0
11993,321.65,Grocery,7,660,3.6,0
11994,79.11,Entertainment,5,1763,1.1,0
11995,35.31,Jewelry,17,2250,8.2,0
11996,176.39,Grocery,2,139,165.0,1
11997,72.88,Online Retail,23,2523,3.1,0
11998,207.7,Electronics,15,846,15.4,0
11999,39.89,Grocery,18,2275,37.9,0
12000,62.0,ATM Withdrawal,0,784,28.6,0
12001,119.35,Fuel,0,783,2.5,0
12002,685.25,Fuel,5,3228,6.1,0
12003,40.27,Electronics,21,1136,13.5,0
12004,49.11,Fuel,8,510,1.1,0
12005,20.55,Jewelry,9,1442,30.4,0
12006,12.63,Dining,11,3148,4.8,0
12007,64.16,Electronics,20,1918,16.2,0
12008,74.48,Fuel,16,2482,9.4,0
